split,class_name,class_id,sequence_index,group_id,image,label,source_image,source_label,sha256,phash_hex
train,cup,1,112,cup_g066,images/train/cup_0112.jpg,labels/train/cup_0112.txt,raw_images/cup_yolo_annotated/images/cup_0112.jpg,raw_images/cup_yolo_annotated/labels/cup_0112.txt,8e77b38fd54069958aac94efdd7f296a86e233bc1e1e785829e69b8d41f7fcbc,ca5adb1b3f2d1c10
train,cup,1,114,cup_g068,images/train/cup_0114.jpg,labels/train/cup_0114.txt,raw_images/cup_yolo_annotated/images/cup_0114.jpg,raw_images/cup_yolo_annotated/labels/cup_0114.txt,2ea63df25d12add451ef124cbe7c034bc45dbe9bce2ffcb6fb5964b04754b2ae,9664e566653d2726
train,cup,1,116,cup_g070,images/train/cup_0116.jpg,labels/train/cup_0116.txt,raw_images/cup_yolo_annotated/images/cup_0116.jpg,raw_images/cup_yolo_annotated/labels/cup_0116.txt,002b4befa34b824885e9ab484617dd29ac320b55e8dc86d7fe90295af852fa8a,9646ce2e2d0d476e
train,cup,1,117,cup_g071,images/train/cup_0117.jpg,labels/train/cup_0117.txt,raw_images/cup_yolo_annotated/images/cup_0117.jpg,raw_images/cup_yolo_annotated/labels/cup_0117.txt,07a4966ea9da07aeb8fe11ef0cf2bafaea0ff11a18b343af5ee56a38dce7a71c,8d15dc0d7a3a7878
train,cup,1,118,cup_g072,images/train/cup_0118.jpg,labels/train/cup_0118.txt,raw_images/cup_yolo_annotated/images/cup_0118.jpg,raw_images/cup_yolo_annotated/labels/cup_0118.txt,374dddbec41d750102be5bd5829af9755ab66d5df43251683b3ea6d24c3c2c19,aa9fdd0878787858
train,cup,1,119,cup_g073,images/train/cup_0119.jpg,labels/train/cup_0119.txt,raw_images/cup_yolo_annotated/images/cup_0119.jpg,raw_images/cup_yolo_annotated/labels/cup_0119.txt,1430f9f97d45955c7285ec1df9dbc3676d753cdb601a4e9ce93d453ff982578b,af13915e5e787830
train,mouse,0,1,mouse_g000,images/train/mouse_0001.jpg,labels/train/mouse_0001.txt,raw_images/mouse_yolo_annotated/images/mouse_0001.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0001.txt,3a0f04dfee4f6c9bb0e35c0eb735baaeee8e206476275760b2d01da23e5a6d47,ab5fd40a2bb59582
train,mouse,0,2,mouse_g001,images/train/mouse_0002.jpg,labels/train/mouse_0002.txt,raw_images/mouse_yolo_annotated/images/mouse_0002.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0002.txt,3ddbc911ecfa23846719c78846082c8047887eb1639afa0451b2c9aea7ee1d56,eb4cd53f2ba19482
train,mouse,0,3,mouse_g002,images/train/mouse_0003.jpg,labels/train/mouse_0003.txt,raw_images/mouse_yolo_annotated/images/mouse_0003.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0003.txt,6205ab596d8398b80751801b73b40652d435154c4d25f3259a6267f3061f1bdc,ff4cc13f3ba08087
train,mouse,0,4,mouse_g002,images/train/mouse_0004.jpg,labels/train/mouse_0004.txt,raw_images/mouse_yolo_annotated/images/mouse_0004.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0004.txt,e12c07fe56a3c6a22627a186be775ebaac8681475e4ffdb98120d833416da9de,ff4cc13f3ba08087
train,mouse,0,5,mouse_g002,images/train/mouse_0005.jpg,labels/train/mouse_0005.txt,raw_images/mouse_yolo_annotated/images/mouse_0005.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0005.txt,0fce552ccb2ad39163106b4716a8d6ac781233dd58a8b65aa95c1376f50574a5,ff4cc13f2ba09087
train,mouse,0,6,mouse_g002,images/train/mouse_0006.jpg,labels/train/mouse_0006.txt,raw_images/mouse_yolo_annotated/images/mouse_0006.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0006.txt,2d15e2f42e5ae7e65285bf292264315b92b7e5b4cdb509f9b190d7c30549ca4d,ff4cc13f3ba08087
train,mouse,0,7,mouse_g002,images/train/mouse_0007.jpg,labels/train/mouse_0007.txt,raw_images/mouse_yolo_annotated/images/mouse_0007.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0007.txt,bee1054551d6de981353d78f45434b7c38430b1cf66f27a6647e6a56fcd13a3c,ff40c13f7ea08097
train,mouse,0,8,mouse_g003,images/train/mouse_0008.jpg,labels/train/mouse_0008.txt,raw_images/mouse_yolo_annotated/images/mouse_0008.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0008.txt,8c7eec611e5b836813e95f3e7fd6339f315e90b55c287765ecd947a6e223895b,ab67d40b2bf59482
train,mouse,0,11,mouse_g006,images/train/mouse_0011.jpg,labels/train/mouse_0011.txt,raw_images/mouse_yolo_annotated/images/mouse_0011.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0011.txt,4f444a672f9f96ac5e124f81968627a4c3a7b569004d7601f9c64ed5ae1c2630,fb0a813f7ec0818f
train,mouse,0,12,mouse_g007,images/train/mouse_0012.jpg,labels/train/mouse_0012.txt,raw_images/mouse_yolo_annotated/images/mouse_0012.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0012.txt,f9569c4094586e2d97147c184b3617fe24dffec86f953e08c882ee63adc52042,bb09803f6be0958f
train,mouse,0,13,mouse_g008,images/train/mouse_0013.jpg,labels/train/mouse_0013.txt,raw_images/mouse_yolo_annotated/images/mouse_0013.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0013.txt,9911730e2b42cca385eb44c5ef0dbfaf5f1e962c8b5adcbb5bb3d1e396504f60,bf04c23f6de4d481
train,mouse,0,14,mouse_g008,images/train/mouse_0014.jpg,labels/train/mouse_0014.txt,raw_images/mouse_yolo_annotated/images/mouse_0014.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0014.txt,7c1930e45d2b11f3daf509c055dfca841a0b51510f8319c84fc742fdb1c98033,bf00423f6dd4d287
train,mouse,0,15,mouse_g009,images/train/mouse_0015.jpg,labels/train/mouse_0015.txt,raw_images/mouse_yolo_annotated/images/mouse_0015.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0015.txt,2b002a38548c8cf150dc1227db30c01b0652cc3f010e52e5dcb45c4f0e347ace,bf00153f6ac1979c
train,mouse,0,16,mouse_g009,images/train/mouse_0016.jpg,labels/train/mouse_0016.txt,raw_images/mouse_yolo_annotated/images/mouse_0016.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0016.txt,8f4a1d69b84d97a3601a380a61679aefb434c58d2b50057ef6e3716df750a443,bf00903f68c0d7dd
train,mouse,0,17,mouse_g010,images/train/mouse_0017.jpg,labels/train/mouse_0017.txt,raw_images/mouse_yolo_annotated/images/mouse_0017.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0017.txt,bb39d30681ae93c68bc2e6948b680a9e344ce39795c5347abbf0e388a5c13851,9614c91f366ee9c1
train,mouse,0,18,mouse_g011,images/train/mouse_0018.jpg,labels/train/mouse_0018.txt,raw_images/mouse_yolo_annotated/images/mouse_0018.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0018.txt,db7a6d4fad2df3762053e7887ed451d3f16ae2fbd884ea214f725d06b69efbb9,b614c21b377638f1
train,mouse,0,19,mouse_g012,images/train/mouse_0019.jpg,labels/train/mouse_0019.txt,raw_images/mouse_yolo_annotated/images/mouse_0019.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0019.txt,9083fff308f5de58f8bac0cd62f925ba20669b257d6162815c2deb6c3c237ff6,b715c01b173e3d31
train,mouse,0,20,mouse_g013,images/train/mouse_0020.jpg,labels/train/mouse_0020.txt,raw_images/mouse_yolo_annotated/images/mouse_0020.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0020.txt,cc63ade6ac2d042add88a9ade38e3894c358f3787a34641f01816dd86e4c5824,be14c8091b3f3e3c
train,mouse,0,21,mouse_g013,images/train/mouse_0021.jpg,labels/train/mouse_0021.txt,raw_images/mouse_yolo_annotated/images/mouse_0021.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0021.txt,a0aac38022465f42c2115b485d981979bb42161d3cbe303837e93d060cd18719,be94c8191b3e3e38
train,mouse,0,25,mouse_g015,images/train/mouse_0025.jpg,labels/train/mouse_0025.txt,raw_images/mouse_yolo_annotated/images/mouse_0025.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0025.txt,e398e4d551b0267c0d092eb54073c25c7a4aa5423aaaff73b4fc9ec104d59e39,b7c6c009077f3d51
train,mouse,0,27,mouse_g017,images/train/mouse_0027.jpg,labels/train/mouse_0027.txt,raw_images/mouse_yolo_annotated/images/mouse_0027.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0027.txt,85b0d2605f39bf77e683595b9d70e72e02c56211f7312d188b4eb094091897a5,b7d2c143077c3e34
train,mouse,0,28,mouse_g018,images/train/mouse_0028.jpg,labels/train/mouse_0028.txt,raw_images/mouse_yolo_annotated/images/mouse_0028.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0028.txt,7db125e9f5fef2568980880be9b31fceff13804b08ba5fed03fc0756a966dccc,bcf4c2430dcf343c
train,mouse,0,29,mouse_g018,images/train/mouse_0029.jpg,labels/train/mouse_0029.txt,raw_images/mouse_yolo_annotated/images/mouse_0029.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0029.txt,ab55945fe6681426c46e0ccbb3bca22d5693779fdccf37da6fbc662ab89adb47,bdb5c243494d347c
train,mouse,0,31,mouse_g020,images/train/mouse_0031.jpg,labels/train/mouse_0031.txt,raw_images/mouse_yolo_annotated/images/mouse_0031.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0031.txt,069a4e1e6816b186a87c1e6da34c9e37667a4face78f6142bf9ba8ccdf7102cd,bf91c96d2602331f
train,mouse,0,32,mouse_g020,images/train/mouse_0032.jpg,labels/train/mouse_0032.txt,raw_images/mouse_yolo_annotated/images/mouse_0032.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0032.txt,0f5e025fd2e8d70b347e1392a95db2b2f9c4ce80b0b9c53c41d5f01ed025b2a7,b791c86d26223b1f
train,mouse,0,33,mouse_g021,images/train/mouse_0033.jpg,labels/train/mouse_0033.txt,raw_images/mouse_yolo_annotated/images/mouse_0033.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0033.txt,adb089432fffd9b39a12180f2b13c54ae53db0da55ebb297efd1ffb4032de7a9,bf97c0680f27307a
train,mouse,0,34,mouse_g022,images/train/mouse_0034.jpg,labels/train/mouse_0034.txt,raw_images/mouse_yolo_annotated/images/mouse_0034.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0034.txt,7512288f2069b8a698f3f29e5932910818e7594b4f327e4d94f8ed6f5cb8926e,fa9585633a2d31f0
train,mouse,0,35,mouse_g023,images/train/mouse_0035.jpg,labels/train/mouse_0035.txt,raw_images/mouse_yolo_annotated/images/mouse_0035.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0035.txt,04cb6e0bdd675200edcbf80d924fe52813067482f1f31d5aa946e75b3fe83761,fa958743792825f1
train,mouse,0,36,mouse_g023,images/train/mouse_0036.jpg,labels/train/mouse_0036.txt,raw_images/mouse_yolo_annotated/images/mouse_0036.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0036.txt,a4b4a9c8e53b1109a478b403a54c75c8ffd313958c0873311b1359e155001888,f8948f47792827b1
train,mouse,0,37,mouse_g023,images/train/mouse_0037.jpg,labels/train/mouse_0037.txt,raw_images/mouse_yolo_annotated/images/mouse_0037.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0037.txt,191049447a357f8487499746cbed5d067c039a3a9aba210f909adace0879be26,f89c8f47382827d5
train,mouse,0,38,mouse_g024,images/train/mouse_0038.jpg,labels/train/mouse_0038.txt,raw_images/mouse_yolo_annotated/images/mouse_0038.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0038.txt,ebe519cb2f0c09381c456859bcb94ea0302479b1857d524c432ded92e07412f9,e3b19c72696c9558
train,mouse,0,39,mouse_g025,images/train/mouse_0039.jpg,labels/train/mouse_0039.txt,raw_images/mouse_yolo_annotated/images/mouse_0039.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0039.txt,971c8147eb3d893c1b6c9774ce50959accf70fed44161c9e001d06198b4a46a3,c8933970d1a3a76e
train,mouse,0,41,mouse_g027,images/train/mouse_0041.jpg,labels/train/mouse_0041.txt,raw_images/mouse_yolo_annotated/images/mouse_0041.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0041.txt,2a76c727a76a7845cdf8e329a0b3e5ef4970622e61d28adeb23b64f500098160,a881963c7973e5b1
train,mouse,0,42,mouse_g028,images/train/mouse_0042.jpg,labels/train/mouse_0042.txt,raw_images/mouse_yolo_annotated/images/mouse_0042.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0042.txt,1639d0622d78d82bfa27f5735bdd090360f89907e823cd8c2c0338dcf21549ba,b684c91b373e38f0
train,mouse,0,43,mouse_g029,images/train/mouse_0043.jpg,labels/train/mouse_0043.txt,raw_images/mouse_yolo_annotated/images/mouse_0043.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0043.txt,421cb59a53df53af92c89dc76755b2e4274cd9bd24be3b2aa541e6f4849ab08d,bf00903f6d68e3c6
train,mouse,0,46,mouse_g032,images/train/mouse_0046.jpg,labels/train/mouse_0046.txt,raw_images/mouse_yolo_annotated/images/mouse_0046.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0046.txt,5f72600555bbbad1b208b65c61d4717209d4e708e0dc0f6bb64fef2af1ad3dc0,af40903f68f2c6cd
train,mouse,0,47,mouse_g033,images/train/mouse_0047.jpg,labels/train/mouse_0047.txt,raw_images/mouse_yolo_annotated/images/mouse_0047.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0047.txt,192ee6f62a1db821d27de23e4656e6c2f1f5b298d79fca84433f3c21f7e0f6e4,ae40913fe8e4cd5a
train,mouse,0,48,mouse_g034,images/train/mouse_0048.jpg,labels/train/mouse_0048.txt,raw_images/mouse_yolo_annotated/images/mouse_0048.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0048.txt,3534ee73faabeac8ca3f1d7b1ab588ec7b2976ddfd5a423fd9e08044b9870388,bf00843f6acacf94
train,mouse,0,49,mouse_g035,images/train/mouse_0049.jpg,labels/train/mouse_0049.txt,raw_images/mouse_yolo_annotated/images/mouse_0049.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0049.txt,d7157ea6f4e02587dd7fa31af8bb12137b79bccc8573cd25205ee509e669ec11,f8018f7c58c1dd9c
train,mouse,0,50,mouse_g036,images/train/mouse_0050.jpg,labels/train/mouse_0050.txt,raw_images/mouse_yolo_annotated/images/mouse_0050.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0050.txt,6c25564ba2e8b5151930627b4ea482fee357a6e276fca7af7b820f010b0e38e2,fe00817f7ec0c09f
train,mouse,0,52,mouse_g038,images/train/mouse_0052.jpg,labels/train/mouse_0052.txt,raw_images/mouse_yolo_annotated/images/mouse_0052.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0052.txt,bb82c94eac8e0494744c945c3be20fc1af12e78114b2984ca4aa91cb5e8f3122,bf803a7ac0cfd0b4
train,mouse,0,53,mouse_g039,images/train/mouse_0053.jpg,labels/train/mouse_0053.txt,raw_images/mouse_yolo_annotated/images/mouse_0053.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0053.txt,e55dfd62575117b31e5ee312915416e14d80ce547d3bb9f68cd22bd3235a55c1,bf800e7bc0cade94
train,mouse,0,54,mouse_g040,images/train/mouse_0054.jpg,labels/train/mouse_0054.txt,raw_images/mouse_yolo_annotated/images/mouse_0054.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0054.txt,a9fecf30c01a4935f170029fc5bbd23c869b76f6f12c84428162f5b191a0b875,9f54052feac0da96
train,mouse,0,55,mouse_g041,images/train/mouse_0055.jpg,labels/train/mouse_0055.txt,raw_images/mouse_yolo_annotated/images/mouse_0055.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0055.txt,4b35f7046db18cfc6860afbaa7c3ce890baf5fe2aa398eecfd145381028e8313,854d8a3377e5c4ca
train,mouse,0,56,mouse_g042,images/train/mouse_0056.jpg,labels/train/mouse_0056.txt,raw_images/mouse_yolo_annotated/images/mouse_0056.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0056.txt,b638853364d0ecc7bdc12e9fae75b74b9ed1224c5cadc612e753c0ae2d85460a,a925861e79f1c5c6
train,mouse,0,57,mouse_g042,images/train/mouse_0057.jpg,labels/train/mouse_0057.txt,raw_images/mouse_yolo_annotated/images/mouse_0057.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0057.txt,39cccefafc5b4bc88863f4d307f53264f5d6a9103806ecd600cbed4059d80e0a,a927861e79e1c696
train,mouse,0,58,mouse_g043,images/train/mouse_0058.jpg,labels/train/mouse_0058.txt,raw_images/mouse_yolo_annotated/images/mouse_0058.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0058.txt,65d8f393386566a54214dd5818ffbef3721a7a649b36cc9370712148bbb3ee16,8f018337e5c98bb3
train,mouse,0,59,mouse_g044,images/train/mouse_0059.jpg,labels/train/mouse_0059.txt,raw_images/mouse_yolo_annotated/images/mouse_0059.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0059.txt,a139099722f5eb3efd9b2a3666a67cc4707da02208cf4c353c14d2c599e03166,ef00863fe1c19f16
train,mouse,0,60,mouse_g045,images/train/mouse_0060.jpg,labels/train/mouse_0060.txt,raw_images/mouse_yolo_annotated/images/mouse_0060.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0060.txt,cf74decde373518b3dece7099c6e457cc655949e444adb3f37e8a58bd1c2a962,aa02877eeac39e94
train,mouse,0,61,mouse_g045,images/train/mouse_0061.jpg,labels/train/mouse_0061.txt,raw_images/mouse_yolo_annotated/images/mouse_0061.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0061.txt,d1be92d95585083b66df75d367b96ba95331e114031db51bb54057cde6586ea5,aa03877c6ac39e9c
train,mouse,0,62,mouse_g045,images/train/mouse_0062.jpg,labels/train/mouse_0062.txt,raw_images/mouse_yolo_annotated/images/mouse_0062.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0062.txt,7dd6607d1a746d77e719d9e55d97997d0a082f5aea8dcfd246ad79e4efa6b745,aa03877c6ac39e9c
train,mouse,0,63,mouse_g045,images/train/mouse_0063.jpg,labels/train/mouse_0063.txt,raw_images/mouse_yolo_annotated/images/mouse_0063.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0063.txt,61b2b08d006e41d05e9c1ee34f452754a8558ae46154df3d67c59f792853b66b,aa03877c6ac39e9c
train,mouse,0,64,mouse_g045,images/train/mouse_0064.jpg,labels/train/mouse_0064.txt,raw_images/mouse_yolo_annotated/images/mouse_0064.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0064.txt,45147a84223717e32cc3427964ff0c6bd2b21214d3c2e2b4413adb040d778ba2,aa0b873d6ac38e9c
train,mouse,0,65,mouse_g046,images/train/mouse_0065.jpg,labels/train/mouse_0065.txt,raw_images/mouse_yolo_annotated/images/mouse_0065.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0065.txt,abeb48d95643ab36d9fcc51ca9806b0702fb95c40e2cd598cb993f23d2899295,af21c01f7fe0c097
train,mouse,0,66,mouse_g047,images/train/mouse_0066.jpg,labels/train/mouse_0066.txt,raw_images/mouse_yolo_annotated/images/mouse_0066.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0066.txt,d7fdc37ecd9b32c87a5198b929d14ec0d7dec757d422991553ae7be4fd388782,b634490936f4edc9
train,mouse,0,68,mouse_g049,images/train/mouse_0068.jpg,labels/train/mouse_0068.txt,raw_images/mouse_yolo_annotated/images/mouse_0068.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0068.txt,bd2a36ba7396ac2d39c1f71a82e00b0df12013e0dd2fbe93d30a596a47c0cd69,bf38d0143df8d0d4
train,mouse,0,69,mouse_g050,images/train/mouse_0069.jpg,labels/train/mouse_0069.txt,raw_images/mouse_yolo_annotated/images/mouse_0069.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0069.txt,b13906b79a0ebcb7d952fc891514628452fe856b98046e6f63e8d0717ecc1a1d,ba3191393ad0d15f
train,mouse,0,73,mouse_g054,images/train/mouse_0073.jpg,labels/train/mouse_0073.txt,raw_images/mouse_yolo_annotated/images/mouse_0073.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0073.txt,58bd0038962dacbe93d0e4551cf8f7762670cc388e5ff046c5ac4cb4bdbf9257,e363ae8c0d31b1a7
train,mouse,0,74,mouse_g055,images/train/mouse_0074.jpg,labels/train/mouse_0074.txt,raw_images/mouse_yolo_annotated/images/mouse_0074.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0074.txt,854a4222582055f10bb57234f3251d4629a50c13219f310e04d9a29fe35b64e7,eb633d9c0e0e25a5
train,mouse,0,75,mouse_g056,images/train/mouse_0075.jpg,labels/train/mouse_0075.txt,raw_images/mouse_yolo_annotated/images/mouse_0075.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0075.txt,0adb5ef5117e128848393a3bb0a087c2ca901244f5f1f33589a6d0de9284ac19,fa3a05872ab2b4d5
train,mouse,0,77,mouse_g058,images/train/mouse_0077.jpg,labels/train/mouse_0077.txt,raw_images/mouse_yolo_annotated/images/mouse_0077.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0077.txt,7422276565e4ffdb88efaa6e1561581f8b7abe347b95e25473384b156e7df596,ba2181f2b7d1415f
train,mouse,0,78,mouse_g059,images/train/mouse_0078.jpg,labels/train/mouse_0078.txt,raw_images/mouse_yolo_annotated/images/mouse_0078.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0078.txt,50583b4d3aa34ac5b10ec8ac9b928a1d8d493f5024477a1554c483373751cade,ba21813fb7d15307
train,mouse,0,79,mouse_g059,images/train/mouse_0079.jpg,labels/train/mouse_0079.txt,raw_images/mouse_yolo_annotated/images/mouse_0079.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0079.txt,8d5874a1830c92113a2499cb3cffb915dfca1fcb254c06b3c7b39ccc00631345,ba31813bb7d15307
train,mouse,0,80,mouse_g059,images/train/mouse_0080.jpg,labels/train/mouse_0080.txt,raw_images/mouse_yolo_annotated/images/mouse_0080.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0080.txt,a5790542ad614907198d35a06dcfc843eb20fe2e67b26629f2f760dfcd638a79,ba01813fb7c1570f
train,mouse,0,81,mouse_g059,images/train/mouse_0081.jpg,labels/train/mouse_0081.txt,raw_images/mouse_yolo_annotated/images/mouse_0081.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0081.txt,7ac69d6b710e290540edcf2ebdffc833eee5668f4765b094e0091b7510d2d9d5,be038177b7c0550f
train,mouse,0,82,mouse_g060,images/train/mouse_0082.jpg,labels/train/mouse_0082.txt,raw_images/mouse_yolo_annotated/images/mouse_0082.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0082.txt,8f298a0d2db003cc1c1bcbc2c04eaa4c54c74fd37795706e1cb981aad2a5bb48,ec078764a4c7473e
train,mouse,0,83,mouse_g060,images/train/mouse_0083.jpg,labels/train/mouse_0083.txt,raw_images/mouse_yolo_annotated/images/mouse_0083.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0083.txt,8f1cdde8b83ddd8722c7c5ddc3c7fc0fd0c6ca508e3ccdb932d9e43cfb1e5c32,ec06876cec87473c
train,mouse,0,84,mouse_g060,images/train/mouse_0084.jpg,labels/train/mouse_0084.txt,raw_images/mouse_yolo_annotated/images/mouse_0084.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0084.txt,43e038fcfeb94a7b88355b66dc8f5dad33dd214182770680252e174b74c66086,ee06876eec85053e
train,mouse,0,87,mouse_g063,images/train/mouse_0087.jpg,labels/train/mouse_0087.txt,raw_images/mouse_yolo_annotated/images/mouse_0087.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0087.txt,90e74b5305d5a425e30fd69d6e7015a1f285c59a69ecdb104067728ff51fcfc9,ab3ac0536bebb901
train,mouse,0,88,mouse_g063,images/train/mouse_0088.jpg,labels/train/mouse_0088.txt,raw_images/mouse_yolo_annotated/images/mouse_0088.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0088.txt,9f6744076fccfa5ac1054db5da057c9b127081d401d1674dbed6db0bcdfdfd5a,ab2ac0577feba801
train,mouse,0,89,mouse_g063,images/train/mouse_0089.jpg,labels/train/mouse_0089.txt,raw_images/mouse_yolo_annotated/images/mouse_0089.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0089.txt,96f6bda95948ac5e18b28a04e6d4cf6d2d51708135e77214ccba08787a0782c2,ab2ac0d57feba880
train,mouse,0,90,mouse_g063,images/train/mouse_0090.jpg,labels/train/mouse_0090.txt,raw_images/mouse_yolo_annotated/images/mouse_0090.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0090.txt,edfdc4b53c54bc896db08b4a0480c999a345af0aebf6bd09546edcfb84a012d1,ab2ac0d47feba8a0
train,mouse,0,91,mouse_g064,images/train/mouse_0091.jpg,labels/train/mouse_0091.txt,raw_images/mouse_yolo_annotated/images/mouse_0091.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0091.txt,b1eb98126a224e9d3cdbababec4f78df16254f33c566e18daa9c17a8ba504eca,aa2ad1d07a68fda1
train,mouse,0,92,mouse_g065,images/train/mouse_0092.jpg,labels/train/mouse_0092.txt,raw_images/mouse_yolo_annotated/images/mouse_0092.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0092.txt,b10043d0730f15e1f266305d9637ae1fa686f50cbac390f9614dc522036b81c1,ad26d0d86b69d694
train,mouse,0,93,mouse_g066,images/train/mouse_0093.jpg,labels/train/mouse_0093.txt,raw_images/mouse_yolo_annotated/images/mouse_0093.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0093.txt,e567a5be81e319a6f6e98945d28de6bb402fd616c661f9e21508162691ce08ec,b233c9cd2476d199
train,mouse,0,94,mouse_g067,images/train/mouse_0094.jpg,labels/train/mouse_0094.txt,raw_images/mouse_yolo_annotated/images/mouse_0094.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0094.txt,f1e46468d8d0d8d201612c2a7f0f1b97b94f820e21927eb8a61480d34ffdd32f,a636cacd25e5d292
train,mouse,0,96,mouse_g069,images/train/mouse_0096.jpg,labels/train/mouse_0096.txt,raw_images/mouse_yolo_annotated/images/mouse_0096.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0096.txt,b30c37df76c0bdd14824eb90d5bf6f6cb6273ae61be5b4c866ae3bea8d912611,a939d1d938b89595
train,mouse,0,97,mouse_g069,images/train/mouse_0097.jpg,labels/train/mouse_0097.txt,raw_images/mouse_yolo_annotated/images/mouse_0097.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0097.txt,bfc7f094b9477cae19a5aef737bfd502b87158425c814e77dbd4cd9904ea9128,ab39d1d1b8a8b0b5
train,mouse,0,98,mouse_g070,images/train/mouse_0098.jpg,labels/train/mouse_0098.txt,raw_images/mouse_yolo_annotated/images/mouse_0098.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0098.txt,ef3c229ff2b2547bdbe2641f0d6e3a0a83ecca0877ca1eb1a6e5e88e706a00b4,ab23c1d0f2b3b1b1
train,mouse,0,99,mouse_g071,images/train/mouse_0099.jpg,labels/train/mouse_0099.txt,raw_images/mouse_yolo_annotated/images/mouse_0099.jpg,raw_images/mouse_yolo_annotated/labels/mouse_0099.txt,d67de4dce4b34e1dce3d19d69d2524f1076af0f7e9f761c447e6b0d361287b28,e86c8687e6e4b4a5
